X,Y
0.251320E+0010,0.111978E+0010
0.251247E+0010,0.112151E+0010
0.251173E+0010,0.112324E+0010
0.251099E+0010,0.112496E+0010
0.251026E+0010,0.112669E+0010
0.250952E+0010,0.112842E+0010
0.250878E+0010,0.113014E+0010
0.250803E+0010,0.113187E+0010
0.250729E+0010,0.113359E+0010
0.250655E+0010,0.113532E+0010
0.250580E+0010,0.113704E+0010
0.250505E+0010,0.113877E+0010
0.250431E+0010,0.114049E+0010
0.250356E+0010,0.114221E+0010
0.250281E+0010,0.114393E+0010
0.250206E+0010,0.114566E+0010
0.250130E+0010,0.114738E+0010
0.250055E+0010,0.114910E+0010
0.249980E+0010,0.115082E+0010
0.249904E+0010,0.115254E+0010
0.249828E+0010,0.115426E+0010
0.249753E+0010,0.115597E+0010
0.249677E+0010,0.115769E+0010
0.249601E+0010,0.115941E+0010
0.249525E+0010,0.116113E+0010
0.249448E+0010,0.116284E+0010
0.249372E+0010,0.116456E+0010
0.249296E+0010,0.116627E+0010
0.249219E+0010,0.116799E+0010
0.249142E+0010,0.116970E+0010
0.249066E+0010,0.117142E+0010
0.248989E+0010,0.117313E+0010
0.248912E+0010,0.117484E+0010
0.248835E+0010,0.117656E+0010
0.248757E+0010,0.117827E+0010
0.248680E+0010,0.117998E+0010
0.248603E+0010,0.118169E+0010
0.248525E+0010,0.118340E+0010
0.248447E+0010,0.118511E+0010
0.248370E+0010,0.118682E+0010
0.248292E+0010,0.118853E+0010
0.248214E+0010,0.119023E+0010
0.248136E+0010,0.119194E+0010
0.248057E+0010,0.119365E+0010
0.247979E+0010,0.119536E+0010
0.247900E+0010,0.119706E+0010
0.247822E+0010,0.119877E+0010
0.247743E+0010,0.120047E+0010
0.247664E+0010,0.120218E+0010
0.247586E+0010,0.120388E+0010
0.247507E+0010,0.120558E+0010
0.247427E+0010,0.120729E+0010
0.247348E+0010,0.120899E+0010
0.247269E+0010,0.121069E+0010
0.247189E+0010,0.121239E+0010
0.247110E+0010,0.121409E+0010
0.247030E+0010,0.121579E+0010
0.246950E+0010,0.121749E+0010
0.246871E+0010,0.121919E+0010
0.246791E+0010,0.122089E+0010
0.246710E+0010,0.122258E+0010
0.246630E+0010,0.122428E+0010
0.246550E+0010,0.122598E+0010
0.246469E+0010,0.122767E+0010
0.246389E+0010,0.122937E+0010
0.246308E+0010,0.123107E+0010
0.246227E+0010,0.123276E+0010
0.246147E+0010,0.123445E+0010
0.246066E+0010,0.123615E+0010
0.245985E+0010,0.123784E+0010
0.245903E+0010,0.123953E+0010
0.245822E+0010,0.124122E+0010
0.245741E+0010,0.124291E+0010
0.245659E+0010,0.124461E+0010
0.245577E+0010,0.124630E+0010
0.245496E+0010,0.124798E+0010
0.245414E+0010,0.124967E+0010
0.245332E+0010,0.125136E+0010
0.245250E+0010,0.125305E+0010
0.245167E+0010,0.125474E+0010
0.245085E+0010,0.125642E+0010
0.245003E+0010,0.125811E+0010
0.244920E+0010,0.125980E+0010
0.244838E+0010,0.126148E+0010
0.244755E+0010,0.126316E+0010
0.244672E+0010,0.126485E+0010
0.244589E+0010,0.126653E+0010
0.244506E+0010,0.126821E+0010
0.244423E+0010,0.126990E+0010
0.244339E+0010,0.127158E+0010
0.244256E+0010,0.127326E+0010
0.244173E+0010,0.127494E+0010
0.244089E+0010,0.127662E+0010
0.244005E+0010,0.127830E+0010
0.243921E+0010,0.127998E+0010
0.243837E+0010,0.128166E+0010
0.243753E+0010,0.128333E+0010
0.243669E+0010,0.128501E+0010
0.243585E+0010,0.128669E+0010
0.243501E+0010,0.128836E+0010
0.243416E+0010,0.129004E+0010
0.243332E+0010,0.129171E+0010
0.243247E+0010,0.129339E+0010
0.243162E+0010,0.129506E+0010
0.243077E+0010,0.129673E+0010
0.242992E+0010,0.129841E+0010
0.242907E+0010,0.130008E+0010
0.242822E+0010,0.130175E+0010
0.242736E+0010,0.130342E+0010
0.242651E+0010,0.130509E+0010
0.242565E+0010,0.130676E+0010
0.242480E+0010,0.130843E+0010
0.242394E+0010,0.131010E+0010
0.242308E+0010,0.131176E+0010
0.242222E+0010,0.131343E+0010
0.242136E+0010,0.131510E+0010
0.242050E+0010,0.131676E+0010
0.241963E+0010,0.131843E+0010
0.241877E+0010,0.132009E+0010
